Term Locale,Term Category,Court ID,Level,Jurisdiction,Court Type,Court Name,Alias
en-US,US State Courts,402,Court of first instance,Kansas,District Court,District 25,District Twenty-five; 25th Judicial District of Kansas; Twenty-fifth Judicial District of Kansas
en-US,US State Courts,403,Court of first instance,Kansas,District Court,District 26,District Twenty-six; 26th Judicial District of Kansas; Twenty-sixth Judicial District of Kansas
en-US,US State Courts,404,Court of first instance,Kansas,District Court,District 27,District Twenty-seven; 27th Judicial District of Kansas; Twenty-seventh Judicial District of Kansas
en-US,US State Courts,405,Court of first instance,Kansas,District Court,District 28,District Twenty-eight; 28th Judicial District of Kansas; Twenty-eighth Judicial District of Kansas
en-US,US State Courts,406,Court of first instance,Kansas,District Court,District 29,District Twenty-nine; 29th Judicial District of Kansas; Twenty-ninth Judicial District of Kansas
en-US,US State Courts,407,Court of first instance,Kansas,District Court,District 30,District Thirty; 20th Judicial District of Kansas; Thirtieth Judicial District of Kansas
en-US,US State Courts,408,Court of first instance,Kansas,District Court,District 31,District Thirty-one; 31st Judicial District of Kansas; Thirty-first Judicial District of Kansas
en-US,US State Courts,409,Court of last resort,Kansas,Supreme Court,Kansas Supreme Court,Kansas Supreme Court
en-US,US State Courts,410,Court of first instance,Kentucky,Circuit Court,First Circuit,1st Circuit; First Circuit Court of Kentucky; 1st Circuit Court of Kentucky
en-US,US State Courts,411,Court of first instance,Kentucky,Circuit Court,Second Circuit,2nd Circuit; Second Circuit Court of Kentucky; 2nd Circuit Court of Kentucky
en-US,US State Courts,412,Court of first instance,Kentucky,Circuit Court,Third Circuit,3rd Circuit; Third Circuit Court of Kentucky; 3rd Circuit Court of Kentucky
en-US,US State Courts,413,Court of first instance,Kentucky,Circuit Court,Fourth Circuit,4th Circuit; Fourth Circuit Court of Kentucky; 4th Circuit Court of Kentucky
en-US,US State Courts,414,Court of first instance,Kentucky,Circuit Court,Fifth Circuit,5th Circuit; Fifth Circuit Court of Kentucky; 5th Circuit Court of Kentucky
en-US,US State Courts,415,Court of first instance,Kentucky,Circuit Court,Sixth Circuit,6th Circuit; Sixth Circuit Court of Kentucky; 6th Circuit Court of Kentucky
en-US,US State Courts,416,Court of first instance,Kentucky,Circuit Court,Seventh Circuit,7th Circuit; Seventh Circuit Court of Kentucky; 7th Circuit Court of Kentucky
en-US,US State Courts,417,Court of first instance,Kentucky,Circuit Court,Eighth Circuit,8th Circuit; Eighth Circuit Court of Kentucky; 8th Circuit Court of Kentucky
en-US,US State Courts,418,Court of first instance,Kentucky,Circuit Court,Ninth Circuit,9th Circuit; Ninth Circuit Court of Kentucky; 9th Circuit Court of Kentucky
en-US,US State Courts,419,Court of first instance,Kentucky,Circuit Court,Tenth Circuit,10th Circuit; Tenth Circuit Court of Kentucky; 10th Circuit Court of Kentucky
en-US,US State Courts,420,Court of first instance,Kentucky,Circuit Court,Eleventh Circuit,11th Circuit; Eleventh Circuit Court of Kentucky; 11th Circuit Court of Kentucky
en-US,US State Courts,421,Court of first instance,Kentucky,Circuit Court,Twelfth Circuit,12th Circuit; Twelfth Circuit Court of Kentucky; 12th Circuit Court of Kentucky
en-US,US State Courts,422,Court of first instance,Kentucky,Circuit Court,Thirteenth Circuit,13th Circuit; Thirteenth Circuit Court of Kentucky; 13th Circuit Court of Kentucky
en-US,US State Courts,423,Court of first instance,Kentucky,Circuit Court,Fourteenth Circuit,14th Circuit; Fourteenth Circuit Court of Kentucky; 14th Circuit Court of Kentucky
en-US,US State Courts,424,Court of first instance,Kentucky,Circuit Court,Fifteenth Circuit,15th Circuit; Fifteenth Circuit Court of Kentucky; 15th Circuit Court of Kentucky
en-US,US State Courts,425,Court of first instance,Kentucky,Circuit Court,Sixteenth Circuit,16th Circuit; Sixteenth Circuit Court of Kentucky; 16th Circuit Court of Kentucky
en-US,US State Courts,426,Court of first instance,Kentucky,Circuit Court,Seventeenth Circuit,17th Circuit; Seventeenth Circuit Court of Kentucky; 17th Circuit Court of Kentucky
en-US,US State Courts,427,Court of first instance,Kentucky,Circuit Court,Eighteenth Circuit,18th Circuit; Eighteenth Circuit Court of Kentucky; 18th Circuit Court of Kentucky
en-US,US State Courts,428,Court of first instance,Kentucky,Circuit Court,Nineteenth Circuit,19th Circuit; Nineteenth Circuit Court of Kentucky; 19th Circuit Court of Kentucky
en-US,US State Courts,429,Court of first instance,Kentucky,Circuit Court,Twentieth Circuit,20th Circuit; Twentieth Circuit Court of Kentucky; 20th Circuit Court of Kentucky
en-US,US State Courts,430,Court of first instance,Kentucky,Circuit Court,Twenty-first Circuit,21st Circuit; Twenty-first Circuit Court of Kentucky; 21st Circuit Court of Kentucky
en-US,US State Courts,431,Court of first instance,Kentucky,Circuit Court,Twenty-second Circuit,22nd Circuit; Twenty-second Circuit Court of Kentucky; 22nd Circuit Court of Kentucky
en-US,US State Courts,432,Court of first instance,Kentucky,Circuit Court,Twenty-third Circuit,23rd Circuit; Twenty-third Circuit Court of Kentucky; 23rd Circuit Court of Kentucky
en-US,US State Courts,433,Court of first instance,Kentucky,Circuit Court,Twenty-fourth Circuit,24th Circuit; Twenty-fourth Circuit Court of Kentucky; 24th Circuit Court of Kentucky
en-US,US State Courts,434,Court of first instance,Kentucky,Circuit Court,Twenty-fifth Circuit,25th Circuit; Twenty-fifth Circuit Court of Kentucky; 25th Circuit Court of Kentucky
en-US,US State Courts,435,Court of first instance,Kentucky,Circuit Court,Twenty-sixth Circuit,26th Circuit; Twenty-sixth Circuit Court of Kentucky; 26th Circuit Court of Kentucky
en-US,US State Courts,436,Court of first instance,Kentucky,Circuit Court,Twenty-seventh Circuit,27th Circuit; Twenty-seventh Circuit Court of Kentucky; 27th Circuit Court of Kentucky
en-US,US State Courts,437,Court of first instance,Kentucky,Circuit Court,Twenty-eighth Circuit,28th Circuit; Twenty-eighth Circuit Court of Kentucky; 28th Circuit Court of Kentucky
en-US,US State Courts,438,Court of first instance,Kentucky,Circuit Court,Twenty-ninth Circuit,29th Circuit; Twenty-ninth Circuit Court of Kentucky; 29th Circuit Court of Kentucky
en-US,US State Courts,439,Court of first instance,Kentucky,Circuit Court,Thirtieth Circuit,30th Circuit; Thirtieth Circuit Court of Kentucky; 30th Circuit Court of Kentucky
en-US,US State Courts,440,Court of first instance,Kentucky,Circuit Court,Thirty-first Circuit,31st Circuit; Thirty-first Circuit Court of Kentucky; 31st Circuit Court of Kentucky
en-US,US State Courts,441,Court of first instance,Kentucky,Circuit Court,Thirty-second Circuit,32nd Circuit; Thirty-second Circuit Court of Kentucky; 32nd Circuit Court of Kentucky
en-US,US State Courts,442,Court of first instance,Kentucky,Circuit Court,Thirty-third Circuit,33rd Circuit; Thirty-third Circuit Court of Kentucky; 33rd Circuit Court of Kentucky
en-US,US State Courts,443,Court of first instance,Kentucky,Circuit Court,Thirty-fourth Circuit,34th Circuit; Thirty-fourth Circuit Court of Kentucky; 34th Circuit Court of Kentucky
en-US,US State Courts,444,Court of first instance,Kentucky,Circuit Court,Thirty-fifth Circuit,35th Circuit; Thirty-fifth Circuit Court of Kentucky; 35th Circuit Court of Kentucky
en-US,US State Courts,445,Court of first instance,Kentucky,Circuit Court,Thirty-sixth Circuit,36th Circuit; Thirty-sixth Circuit Court of Kentucky; 36th Circuit Court of Kentucky
en-US,US State Courts,446,Court of first instance,Kentucky,Circuit Court,Thirty-seventh Circuit,37th Circuit; Thirty-seventh Circuit Court of Kentucky; 37th Circuit Court of Kentucky
en-US,US State Courts,447,Court of first instance,Kentucky,Circuit Court,Thirty-eighth Circuit,38th Circuit; Thirty-eighth Circuit Court of Kentucky; 38th Circuit Court of Kentucky
en-US,US State Courts,448,Court of first instance,Kentucky,Circuit Court,Thirty-ninth Circuit,39th Circuit; Thirty-ninth Circuit Court of Kentucky; 39th Circuit Court of Kentucky
en-US,US State Courts,449,Court of first instance,Kentucky,Circuit Court,Fortieth Circuit,40th Circuit; Fortieth Circuit Court of Kentucky; 40th Circuit Court of Kentucky
en-US,US State Courts,450,Court of first instance,Kentucky,Circuit Court,Forty-first Circuit,41st Circuit; Forty-first Circuit Court of Kentucky; 41st Circuit Court of Kentucky
en-US,US State Courts,451,Court of first instance,Kentucky,Circuit Court,Forty-second Circuit,42nd Circuit; Forty-second Circuit Court of Kentucky; 42nd Circuit Court of Kentucky
en-US,US State Courts,452,Court of first instance,Kentucky,Circuit Court,Forty-third Circuit,43rd Circuit; Forty-third Circuit Court of Kentucky; 43rd Circuit Court of Kentucky
en-US,US State Courts,453,Court of first instance,Kentucky,Circuit Court,Forty-fourth Circuit,44th Circuit; Forty-fourth Circuit Court of Kentucky; 44th Circuit Court of Kentucky
en-US,US State Courts,454,Court of first instance,Kentucky,Circuit Court,Forty-fifth Circuit,45th Circuit; Forty-fifth Circuit Court of Kentucky; 45th Circuit Court of Kentucky
en-US,US State Courts,455,Court of first instance,Kentucky,Circuit Court,Forty-sixth Circuit,46th Circuit; Forty-sixth Circuit Court of Kentucky; 46th Circuit Court of Kentucky
en-US,US State Courts,456,Court of first instance,Kentucky,Circuit Court,Forty-seventh Circuit,47th Circuit; Forty-seventh Circuit Court of Kentucky; 47th Circuit Court of Kentucky
en-US,US State Courts,457,Court of first instance,Kentucky,Circuit Court,Forty-eighth Circuit,48th Circuit; Forty-eighth Circuit Court of Kentucky; 48th Circuit Court of Kentucky
en-US,US State Courts,458,Court of first instance,Kentucky,Circuit Court,Forty-ninth Circuit,49th Circuit; Forty-ninth Circuit Court of Kentucky; 49th Circuit Court of Kentucky
en-US,US State Courts,459,Court of first instance,Kentucky,Circuit Court,Fiftieth Circuit,50th Circuit; Fiftieth Circuit Court of Kentucky; 50th Circuit Court of Kentucky
en-US,US State Courts,460,Court of first instance,Kentucky,Circuit Court,Fifty-first Circuit,51st Circuit; Fifty-first Circuit Court of Kentucky; 51st Circuit Court of Kentucky
en-US,US State Courts,461,Court of first instance,Kentucky,Circuit Court,Fifty-second Circuit,52nd Circuit; Fifty-second Circuit Court of Kentucky; 52nd Circuit Court of Kentucky
en-US,US State Courts,462,Court of first instance,Kentucky,Circuit Court,Fifty-third Circuit,53rd Circuit; Fifty-third Circuit Court of Kentucky; 53rd Circuit Court of Kentucky
en-US,US State Courts,463,Court of first instance,Kentucky,Circuit Court,Fifty-fourth Circuit,54th Circuit; Fifty-fourth Circuit Court of Kentucky; 54th Circuit Court of Kentucky
en-US,US State Courts,464,Court of first instance,Kentucky,Circuit Court,Fifty-fifth Circuit,55th Circuit; Fifty-fifth Circuit Court of Kentucky; 55th Circuit Court of Kentucky
en-US,US State Courts,465,Court of first instance,Kentucky,Circuit Court,Fifty-sixth Circuit,56th Circuit; Fifty-sixth Circuit Court of Kentucky; 56th Circuit Court of Kentucky
en-US,US State Courts,466,Court of first instance,Kentucky,Circuit Court,Fifty-seventh Circuit,57th Circuit; Fifty-seventh Circuit Court of Kentucky; 57th Circuit Court of Kentucky
en-US,US State Courts,467,Intermediate appellate court,Kentucky,Appellate Court,Kentucky Court of Appeals,Kentucky Court of Appeals
en-US,US State Courts,468,Court of last resort,Kentucky,Supreme Court,Kentucky Supreme Court,Kentucky Supreme Court
en-US,US State Courts,469,Intermediate appellate court,Louisiana,Appellate Court,1st Circuit,First Circuit
en-US,US State Courts,470,Intermediate appellate court,Louisiana,Appellate Court,2nd Circuit,Second Circuit
en-US,US State Courts,471,Intermediate appellate court,Louisiana,Appellate Court,3rd Circuit,Third Circuit
en-US,US State Courts,472,Intermediate appellate court,Louisiana,Appellate Court,4th Circuit,Fourth Circuit
en-US,US State Courts,473,Intermediate appellate court,Louisiana,Appellate Court,5th Circuit,Fifth Circuit
en-US,US State Courts,474,Court of first instance,Louisiana,District Court,District 1,District One; First Judicial District of Louisiana; 1st Judicial District of Louisiana
en-US,US State Courts,475,Court of first instance,Louisiana,District Court,District 2,District Two; Second Judicial District of Louisiana; 2nd Judicial District of Louisiana
en-US,US State Courts,476,Court of first instance,Louisiana,District Court,District 3,District Three; Third Judicial District of Louisiana; 3rd Judicial District of Louisiana
en-US,US State Courts,477,Court of first instance,Louisiana,District Court,District 4,District Four; Fourth Judicial District of Louisiana; 4th Judicial District of Louisiana
en-US,US State Courts,478,Court of first instance,Louisiana,District Court,District 5,District Five; Fifth Judicial District of Louisiana; 5th Judicial District of Louisiana
en-US,US State Courts,479,Court of first instance,Louisiana,District Court,District 6,District Six; Sixth Judicial District of Louisiana; 6th Judicial District of Louisiana
en-US,US State Courts,480,Court of first instance,Louisiana,District Court,District 7,District Seven; Seventh Judicial District of Louisiana; 7th Judicial District of Louisiana
en-US,US State Courts,481,Court of first instance,Louisiana,District Court,District 8,District Eight; Eighth Judicial District of Louisiana; 8th Judicial District of Louisiana
en-US,US State Courts,482,Court of first instance,Louisiana,District Court,District 9,District Nine; Ninth Judicial District of Louisiana; 9th Judicial District of Louisiana
en-US,US State Courts,483,Court of first instance,Louisiana,District Court,District 10,District Ten; Tenth Judicial District of Louisiana; 10th Judicial District of Louisiana
en-US,US State Courts,484,Court of first instance,Louisiana,District Court,District 11,District Eleven; Eleventh Judicial District of Louisiana; 11th Judicial District of Louisiana
en-US,US State Courts,485,Court of first instance,Louisiana,District Court,District 12,District Twelve; Twelfth Judicial District of Louisiana; 12th Judicial District of Louisiana
en-US,US State Courts,486,Court of first instance,Louisiana,District Court,District 13,District Thirteen; Thirteenth Judicial District of Louisiana; 13th Judicial District of Louisiana
en-US,US State Courts,487,Court of first instance,Louisiana,District Court,District 14,District Fourteen; Fourteenth Judicial District of Louisiana; 14th Judicial District of Louisiana
en-US,US State Courts,488,Court of first instance,Louisiana,District Court,District 15,District Fifteen; Fifteenth Judicial District of Louisiana; 15th Judicial District of Louisiana
en-US,US State Courts,489,Court of first instance,Louisiana,District Court,District 16,District Sixteen; Sixteenth Judicial District of Louisiana; 16th Judicial District of Louisiana
en-US,US State Courts,490,Court of first instance,Louisiana,District Court,District 17,District Seventeen; Seventeenth Judicial District of Louisiana; 17th Judicial District of Louisiana
en-US,US State Courts,491,Court of first instance,Louisiana,District Court,District 18,District Eighteen; Eighteenth Judicial District of Louisiana; 18th Judicial District of Louisiana
en-US,US State Courts,492,Court of first instance,Louisiana,District Court,District 19,District Nineteen; Nineteenth Judicial District of Louisiana; 19th Judicial District of Louisiana
en-US,US State Courts,493,Court of first instance,Louisiana,District Court,District 20,District Twenty; Twentieth Judicial District of Louisiana; 20th Judicial District of Louisiana
en-US,US State Courts,494,Court of first instance,Louisiana,District Court,District 21,District Twenty-one; Twenty-first Judicial District of Louisiana; 21st Judicial District of Louisiana
en-US,US State Courts,495,Court of first instance,Louisiana,District Court,District 22,District Twenty-two; Twenty-second Judicial District of Louisiana; 22nd Judicial District of Louisiana
en-US,US State Courts,496,Court of first instance,Louisiana,District Court,District 23,District Twenty-three; Twenty-third Judicial District of Louisiana; 23rd Judicial District of Louisiana
en-US,US State Courts,497,Court of first instance,Louisiana,District Court,District 24,District Twenty-four; Twenty-fourth Judicial District of Louisiana; 24th Judicial District of Louisiana
en-US,US State Courts,498,Court of first instance,Louisiana,District Court,District 25,District Twenty-five; Twenty-fifth Judicial District of Louisiana; 25th Judicial District of Louisiana
en-US,US State Courts,499,Court of first instance,Louisiana,District Court,District 26,District Twenty-six; Twenty-sixth Judicial District of Louisiana; 26th Judicial District of Louisiana
en-US,US State Courts,500,Court of first instance,Louisiana,District Court,District 27,District Twenty-seven; Twenty-seventh Judicial District of Louisiana; 27th Judicial District of Louisiana
en-US,US State Courts,501,Court of first instance,Louisiana,District Court,District 28,District Twenty-eight; Twenty-eighth Judicial District of Louisiana; 28th Judicial District of Louisiana
en-US,US State Courts,502,Court of first instance,Louisiana,District Court,District 29,District Twenty-nine; Twenty-ninth Judicial District of Louisiana; 29th Judicial District of Louisiana
en-US,US State Courts,503,Court of first instance,Louisiana,District Court,District 30,District Thirty; Thirtieth Judicial District of Louisiana; 30th Judicial District of Louisiana
en-US,US State Courts,504,Court of first instance,Louisiana,District Court,District 31,District Thirty-one; Thirty-first Judicial District of Louisiana; 31st Judicial District of Louisiana
en-US,US State Courts,505,Court of first instance,Louisiana,District Court,District 32,District Thirty-two; Thirty-second Judicial District of Louisiana; 32nd Judicial District of Louisiana
en-US,US State Courts,506,Court of first instance,Louisiana,District Court,District 33,District Thirty-three; Thirty-third Judicial District of Louisiana; 33rd Judicial District of Louisiana
en-US,US State Courts,507,Court of first instance,Louisiana,District Court,District 34,District Thirty-four; Thirty-fourth Judicial District of Louisiana; 34th Judicial District of Louisiana
en-US,US State Courts,508,Court of first instance,Louisiana,District Court,District 35,District Thirty-five; Thirty-fifth Judicial District of Louisiana; 35th Judicial District of Louisiana
en-US,US State Courts,509,Court of first instance,Louisiana,District Court,District 36,District Thirty-six; Thirty-sixth Judicial District of Louisiana; 36th Judicial District of Louisiana
en-US,US State Courts,510,Court of first instance,Louisiana,District Court,District 37,District Thirty-seven; Thirty-seventh Judicial District of Louisiana; 37th Judicial District of Louisiana
en-US,US State Courts,511,Court of first instance,Louisiana,District Court,District 38,District Thirty-eight; Thirty-eighth Judicial District of Louisiana; 38th Judicial District of Louisiana
en-US,US State Courts,512,Court of first instance,Louisiana,District Court,District 39,District Thirty-nine; Thirty-ninth Judicial District of Louisiana; 39th Judicial District of Louisiana
en-US,US State Courts,513,Court of first instance,Louisiana,District Court,District 40,District Forty; Fortieth Judicial District of Louisiana; 40th Judicial District of Louisiana
en-US,US State Courts,514,Court of last resort,Louisiana,Supreme Court,Supreme Court of Louisiana,Louisiana Supreme Court
en-US,US State Courts,515,Court of first instance,Maine,Superior Court,Maine Superior Court,
en-US,US State Courts,516,Court of last resort,Maine,Supreme Court,Maine Supreme Judicial Court,
en-US,US State Courts,517,Court of first instance,Maryland,Circuit Court,1st Judicial Circuit,First Judicial Circuit; First Judicial Circuit of Maryland; 1st Judicial Circuit of Maryland
en-US,US State Courts,518,Court of first instance,Maryland,Circuit Court,2nd Judicial Circuit,Second Judicial Circuit; Second Judicial Circuit of Maryland; 2nd Judicial Circuit of Maryland
en-US,US State Courts,519,Court of first instance,Maryland,Circuit Court,3rd Judicial Circuit,Third Judicial Circuit; Third Judicial Circuit of Maryland; 3rd Judicial Circuit of Maryland
en-US,US State Courts,520,Court of first instance,Maryland,Circuit Court,4th Judicial Circuit,Fourth Judicial Circuit; Fourth Judicial Circuit of Maryland; 4th Judicial Circuit of Maryland
en-US,US State Courts,521,Court of first instance,Maryland,Circuit Court,5th Judicial Circuit,Fifth Judicial Circuit; Fifth Judicial Circuit of Maryland; 5th Judicial Circuit of Maryland
en-US,US State Courts,522,Court of first instance,Maryland,Circuit Court,6th Judicial Circuit,Sixth Judicial Circuit; Sixth Judicial Circuit of Maryland; 6th Judicial Circuit of Maryland
en-US,US State Courts,523,Court of first instance,Maryland,Circuit Court,7th Judicial Circuit,Seventh Judicial Circuit; Seventh Judicial Circuit of Maryland; 7th Judicial Circuit of Maryland
en-US,US State Courts,524,Court of first instance,Maryland,Circuit Court,8th Judicial Circuit,Eighth Judicial Circuit; Eighth Judicial Circuit of Maryland; 8th Judicial Circuit of Maryland
en-US,US State Courts,525,Court of last resort,Maryland,Supreme Court,Maryland Court of Appeals,Court of Appeals of Maryland
en-US,US State Courts,526,Intermediate appellate court,Maryland,Appellate Court,Maryland Court of Special Appeals,Maryland Court of Special Appeals
en-US,US State Courts,527,Intermediate appellate court,Massachusetts,Appellate Court,Massachusetts Appeals Court,
en-US,US State Courts,528,Court of first instance,Massachusetts,Superior Court,Berkshire County Superior Court,
en-US,US State Courts,529,Court of first instance,Massachusetts,Superior Court,Franklin County Superior Court,
en-US,US State Courts,530,Court of first instance,Massachusetts,Superior Court,Hampshire County Superior Court,
en-US,US State Courts,531,Court of first instance,Massachusetts,Superior Court,Hampden County Superior Court,
en-US,US State Courts,532,Court of first instance,Massachusetts,Superior Court,Worcester County Superior Court,
en-US,US State Courts,533,Court of first instance,Massachusetts,Superior Court,Middlesex County Superior Court,
en-US,US State Courts,534,Court of first instance,Massachusetts,Superior Court,Essex County Superior Court,
en-US,US State Courts,535,Court of first instance,Massachusetts,Superior Court,Suffolk County Superior Court,
en-US,US State Courts,536,Court of first instance,Massachusetts,Superior Court,Norfolk County Superior Court,
en-US,US State Courts,537,Court of first instance,Massachusetts,Superior Court,Plymouth County Superior Court,
en-US,US State Courts,538,Court of first instance,Massachusetts,Superior Court,Bristol County Superior Court,
en-US,US State Courts,539,Court of first instance,Massachusetts,Superior Court,Barnstable County Superior Court,
en-US,US State Courts,540,Court of first instance,Massachusetts,Superior Court,Dukes County Superior Court,
en-US,US State Courts,541,Court of first instance,Massachusetts,Superior Court,Nantucket County Superior Court,
en-US,US State Courts,542,Court of last resort,Massachusetts,Supreme Court,Massachusetts Supreme Judicial Court,Supreme Judicial Court of Massachusetts
en-US,US State Courts,543,Court of first instance,Michigan,Circuit Court,1st Circuit,First Circuit; First Circuit Court of Michigan; 1st Circuit Court of Michigan
en-US,US State Courts,544,Court of first instance,Michigan,Circuit Court,Berrien County Trial Court,
en-US,US State Courts,545,Court of first instance,Michigan,Circuit Court,3rd Circuit,Third Circuit; Third Circuit Court of Michigan; 3rd Circuit Court of Michigan
en-US,US State Courts,546,Court of first instance,Michigan,Circuit Court,4th Circuit,Fourth Circuit; Fourth Circuit Court of Michigan; 4th Circuit Court of Michigan
en-US,US State Courts,547,Court of first instance,Michigan,Circuit Court,5th Circuit,Fifth Circuit; Fifth Circuit Court of Michigan; 5th Circuit Court of Michigan
en-US,US State Courts,548,Court of first instance,Michigan,Circuit Court,6th Circuit,Sixth Circuit; Sixth Circuit Court of Michigan; 6th Circuit Court of Michigan
en-US,US State Courts,549,Court of first instance,Michigan,Circuit Court,7th Circuit,Seventh Circuit; Seventh Circuit Court of Michigan; 7th Circuit Court of Michigan
en-US,US State Courts,550,Court of first instance,Michigan,Circuit Court,8th Circuit,Eighth Circuit; Eighth Circuit Court of Michigan; 8th Circuit Court of Michigan
en-US,US State Courts,551,Court of first instance,Michigan,Circuit Court,9th Circuit,Ninth Circuit; Ninth Circuit Court of Michigan; 9th Circuit Court of Michigan
en-US,US State Courts,552,Court of first instance,Michigan,Circuit Court,10th Circuit,Tenth Circuit; Tenth Circuit Court of Michigan; 10th Circuit Court of Michigan
en-US,US State Courts,553,Court of first instance,Michigan,Circuit Court,11th Circuit,Eleventh Circuit; Eleventh Circuit Court of Michigan; 11th Circuit Court of Michigan
en-US,US State Courts,554,Court of first instance,Michigan,Circuit Court,12th Circuit,Twelfth Circuit; Twelfth Circuit Court of Michigan; 12th Circuit Court of Michigan
en-US,US State Courts,555,Court of first instance,Michigan,Circuit Court,13th Circuit,Thirteenth Circuit; Thirteenth Circuit Court of Michigan; 13th Circuit Court of Michigan
en-US,US State Courts,556,Court of first instance,Michigan,Circuit Court,14th Circuit,Fourteenth Circuit; Fourteenth Circuit Court of Michigan; 14th Circuit Court of Michigan
en-US,US State Courts,557,Court of first instance,Michigan,Circuit Court,15th Circuit,Fifteenth Circuit; Fifteenth Circuit Court of Michigan; 15th Circuit Court of Michigan
en-US,US State Courts,558,Court of first instance,Michigan,Circuit Court,16th Circuit,Sixteenth Circuit; Sixteenth Circuit Court of Michigan; 16th Circuit Court of Michigan
en-US,US State Courts,559,Court of first instance,Michigan,Circuit Court,17th Circuit,Seventeenth Circuit; Seventeenth Circuit Court of Michigan; 17th Circuit Court of Michigan
en-US,US State Courts,560,Court of first instance,Michigan,Circuit Court,18th Circuit,Eighteenth Circuit; Eighteenth Circuit Court of Michigan; 18th Circuit Court of Michigan
en-US,US State Courts,561,Court of first instance,Michigan,Circuit Court,19th Circuit,Nineteenth Circuit; Nineteenth Circuit Court of Michigan; 19th Circuit Court of Michigan
en-US,US State Courts,562,Court of first instance,Michigan,Circuit Court,20th Circuit,Twentieth Circuit; Twentieth Circuit Court of Michigan; 20th Circuit Court of Michigan
en-US,US State Courts,563,Court of first instance,Michigan,Circuit Court,21st Circuit,Twenty-first Circuit; Twenty-first Circuit Court of Michigan; 21st Circuit Court of Michigan
en-US,US State Courts,564,Court of first instance,Michigan,Circuit Court,22nd Circuit,Twenty-second Circuit; Twenty-second Circuit Court of Michigan; 22nd Circuit Court of Michigan
en-US,US State Courts,565,Court of first instance,Michigan,Circuit Court,23rd Circuit,Twenty-third Circuit; Twenty-third Circuit Court of Michigan; 23rd Circuit Court of Michigan
en-US,US State Courts,566,Court of first instance,Michigan,Circuit Court,24th Circuit,Twenty-fourth Circuit; Twenty-fourth Circuit Court of Michigan; 24th Circuit Court of Michigan
en-US,US State Courts,567,Court of first instance,Michigan,Circuit Court,25th Circuit,Twenty-fifth Circuit; Twenty-fifth Circuit Court of Michigan; 25th Circuit Court of Michigan
en-US,US State Courts,568,Court of first instance,Michigan,Circuit Court,26th Circuit,Twenty-sixth Circuit; Twenty-sixth Circuit Court of Michigan; 26th Circuit Court of Michigan
en-US,US State Courts,569,Court of first instance,Michigan,Circuit Court,27th Circuit,Twenty-seventh Circuit; Twenty-seventh Circuit Court of Michigan; 27th Circuit Court of Michigan
en-US,US State Courts,570,Court of first instance,Michigan,Circuit Court,28th Circuit,Twenty-eighth Circuit; Twenty-eighth Circuit Court of Michigan; 28th Circuit Court of Michigan
en-US,US State Courts,571,Court of first instance,Michigan,Circuit Court,29th Circuit,Twenty-ninth Circuit; Twenty-ninth Circuit Court of Michigan; 29th Circuit Court of Michigan
en-US,US State Courts,572,Court of first instance,Michigan,Circuit Court,30th Circuit,Thirtieth Circuit; Thirtieth Circuit Court of Michigan; 30th Circuit Court of Michigan
en-US,US State Courts,573,Court of first instance,Michigan,Circuit Court,31st Circuit,Thirty-first Circuit; Thirty-first Circuit Court of Michigan; 31st Circuit Court of Michigan
en-US,US State Courts,574,Court of first instance,Michigan,Circuit Court,32nd Circuit,Thirty-second Circuit; Thirty-second Circuit Court of Michigan; 32nd Circuit Court of Michigan
en-US,US State Courts,575,Court of first instance,Michigan,Circuit Court,33rd Circuit,Thirty-third Circuit; Thirty-third Circuit Court of Michigan; 33rd Circuit Court of Michigan
en-US,US State Courts,576,Court of first instance,Michigan,Circuit Court,34th Circuit,Thirty-fourth Circuit; Thirty-fourth Circuit Court of Michigan; 34th Circuit Court of Michigan
en-US,US State Courts,577,Court of first instance,Michigan,Circuit Court,35th Circuit,Thirty-fifth Circuit; Thirty-fifth Circuit Court of Michigan; 35th Circuit Court of Michigan
en-US,US State Courts,578,Court of first instance,Michigan,Circuit Court,36th Circuit,Thirty-sixth Circuit; Thirty-sixth Circuit Court of Michigan; 36th Circuit Court of Michigan
en-US,US State Courts,579,Court of first instance,Michigan,Circuit Court,37th Circuit,Thirty-seventh Circuit; Thirty-seventh Circuit Court of Michigan; 37th Circuit Court of Michigan
en-US,US State Courts,580,Court of first instance,Michigan,Circuit Court,38th Circuit,Thirty-eighth Circuit; Thirty-eighth Circuit Court of Michigan; 38th Circuit Court of Michigan
en-US,US State Courts,581,Court of first instance,Michigan,Circuit Court,39th Circuit,Thirty-ninth Circuit; Thirty-ninth Circuit Court of Michigan; 39th Circuit Court of Michigan
en-US,US State Courts,582,Court of first instance,Michigan,Circuit Court,40th Circuit,Fortieth Circuit; Fortieth Circuit Court of Michigan; 40th Circuit Court of Michigan
en-US,US State Courts,583,Court of first instance,Michigan,Circuit Court,41st Circuit,Forty-first Circuit; Forty-first Circuit Court of Michigan; 41st Circuit Court of Michigan
en-US,US State Courts,584,Court of first instance,Michigan,Circuit Court,42nd Circuit,Forty-second Circuit; Forty-second Circuit Court of Michigan; 42nd Circuit Court of Michigan
en-US,US State Courts,585,Court of first instance,Michigan,Circuit Court,43rd Circuit,Forty-third Circuit; Forty-third Circuit Court of Michigan; 43rd Circuit Court of Michigan
